"","Date","SiteCode","Time","Effort","Nutrients","DOM","Ecoli","AnionsCations","TN.TP","Sampler","Notes","NumericDate","Watershed","DataValue","LocalDateTime","VariableCode","CensorCode","QualifierCode","MethodID","SampleType","LabSampleCode","LabMethodID","SourceID","LabSampleCode.1","CollectionDateTime","SiteCode.1","CollectorName","CollectionNotes","AnalysisDateTime","LaboratoryName","AnalystName","LabMethodID.1","InstrumentName","LabReportFileName","AnalysisNotes"
"11","16-Apr-15","LR_Franklin_BA","15:36","2nd Apr","LR_150416_1","Site Code","","LR_150416_2","LR_150416_3","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","100",14,1,"100","16-04-15 0:00","LR_Franklin_BA","Chris Cox/Dane Brophy","","11-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"12","16-Apr-15","LR_MainSt_BA","11:28","2nd Apr","D1825","Site Code","","D1857","1457","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","73",14,1,"73","16-04-15 0:00","LR_MainSt_BA","Chris Cox/Dane Brophy","","09-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"13","16-Apr-15","LR_MainSt_BA","11:28","2nd Apr","D1825","Site Code","","D1857","1457","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","97",14,1,"97","16-04-15 0:00","LR_MainSt_BA","Chris Cox/Dane Brophy","","07-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"14","16-Apr-15","LR_Mendon_AA","10:27","2nd Apr","D1699","Site Code","","D1851","D1848","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","416",14,1,"416","16-04-15 0:00","LR_Mendon_AA","Chris Cox/Dane Brophy","","08-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"15","16-Apr-15","LR_Mendon_AA","10:27","2nd Apr","D1699","Site Code","","D1851","D1848","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","4",14,1,"4","16-04-15 0:00","LR_Mendon_AA","Chris Cox/Dane Brophy","","02-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"16","16-Apr-15","LR_TonyGrove_BA","14:08","2nd Apr","D2090","Site Code","","D2067","D1842","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","107",14,1,"107","16-04-15 0:00","LR_TonyGrove_BA","Chris Cox/Dane Brophy","","04-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"17","16-Apr-15","LR_TonyGrove_BA","14:08","2nd Apr","D2090","Site Code","","D2067","D1842","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","583",14,1,"583","16-04-15 0:00","LR_TonyGrove_BA","Chris Cox/Dane Brophy","","10-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"18","16-Apr-15","LR_WaterLab_AA","12:53","2nd Apr","D1947","Site Code","","D1648","D1884","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","187",14,1,"187","16-04-15 0:00","LR_WaterLab_AA","Chris Cox/Dane Brophy","","05-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"19","16-Apr-15","LR_WaterLab_AA","12:53","2nd Apr","D1947","Site Code","","D1648","D1884","Dane","E. Coli not taken due to lab not being available for processing",150416,"Logan River","NA","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","687",14,1,"687","16-04-15 0:00","LR_WaterLab_AA","Chris Cox/Dane Brophy","","03-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"20","16-Apr-15","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","S093",14,1,"S093","16-04-15 0:00","RB_1300E","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"21","16-Apr-15","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","J009",14,1,"J009","16-04-15 0:00","RB_1300S","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"22","16-Apr-15","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","S040",14,1,"S040","16-04-15 0:00","RB_ARBR_AA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"23","16-Apr-15","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","J016",14,1,"J016","16-04-15 0:00","RB_CG_BA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"24","16-Apr-15","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","70",14,1,"70","16-04-15 0:00","RB_FD_AA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"25","16-Apr-15","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150416,"Red Butte","1","16-Apr-15","Chlorophyll","nc",NA,8,"Pump","609",14,1,"609","16-04-15 0:00","RB_RBG_BA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"26","16-Dec-14","LR_MainSt_BA","12:22","2nd Dec","CC1231B","","ECCC1231D","CC1231A","CC1231D","Dane","",NA,"Logan","NA","12-16-14 0:00","Chlorophyll","nc",NA,8,"Pump","687",14,1,"687","16-12-14 0:00","LR_MainSt_BA","Chris Cox","","3-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Henry Linford",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah LR, PR, Dec.",NA
"27","16-Dec-14","LR_Mendon_AA","13:28","2nd Dec","3782","","EC1142","3642","1142","Dane","",NA,"Logan","NA","12-16-14 0:00","Chlorophyll","nc",NA,8,"Pump","284",14,1,"284","16-12-14 0:00","LR_Mendon_AA","Chris Cox","","3-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Henry Linford",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah LR, PR, Dec.",NA
"28","16-Dec-14","LR_WaterLab_AA","10:55","2nd Dec","CC1231C","","ECD337","D082","D337","Dane","",NA,"Logan","NA","12-16-14 0:00","Chlorophyll","nc",NA,8,"Pump","97",14,1,"97","16-12-14 0:00","LR_WaterLab_AA","Chris Cox","","3-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Henry Linford",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah LR, PR, Dec.",NA
"29","17-Dec-14","LR_TonyGrove_BA","11:59","2nd Dec","2071","","EC2000","3109","2000","Dane","Could not collect filtered samples due to freezing",NA,"Logan","NA","12-17-14 0:00","Chlorophyll","nc",NA,8,"Pump","632",14,1,"632","17-12-14 0:00","LR_TonyGrove_BA","Chris Cox","","3-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Henry Linford",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah LR, PR, Dec.",NA
"30","18-Sep-14","LR_Franklin_BA","9:30","2nd Sep","ECDB02","Site Name","ECD174","D734","D174","Julie Kelso","",140918,"Logan","NA","18-09-14 0:00","Chlorophyll","nc",NA,8,"Pump","37",14,1,"37","18-09-14 0:00","LR_Franklin_BA","Chris Cox","","11-5-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly 2nd Week Sep. Chla Logan, RB, Provo ",NA
"31","18-Sep-14","LR_MainSt_BA","10:30","2nd Sep","ECDB02","Site Name","ECDB01","3081","DB01","Julie Kelso","",NA,"Logan","NA","18-09-14 0:00","Chlorophyll","nc",NA,8,"Pump","110",14,1,"110","18-09-14 0:00","LR_MainSt_BA","Chris Cox","","11-5-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly 2nd Week Sep. Chla Logan, RB, Provo ",NA
"32","18-Sep-14","LR_Mendon_AA","9:30","2nd Sep","ECD618","Site Name","ECMendon","B1545","Mendon","Julie Kelso","",140918,"Logan","NA","18-09-14 0:00","Chlorophyll","nc",NA,8,"Pump","30",14,1,"30","18-09-14 0:00","LR_Mendon_AA","Chris Cox","","11-5-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly 2nd Week Sep. Chla Logan, RB, Provo ",NA
"33","18-Sep-14","LR_TonyGrove_BA","13:09","2nd Sep","ECE1935","Site Name","EC1028","E759","1028","Julie Kelso","",NA,"Logan","NA","18-09-14 0:00","Chlorophyll","nc",NA,8,"Pump","873",14,1,"873","18-09-14 0:00","LR_TonyGrove_BA","Chris Cox","","11-5-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly 2nd Week Sep. Chla Logan, RB, Provo ",NA
"34","18-Sep-14","LR_WaterLab_AA","11:00","2nd Sep","EC1258","Site Name","EC1317","D748","1317","Julie Kelso","",NA,"Logan","NA","18-09-14 0:00","Chlorophyll","nc",NA,8,"Pump","46",14,1,"46","18-09-14 0:00","LR_WaterLab_AA","Chris Cox","","11-5-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly 2nd Week Sep. Chla Logan, RB, Provo ",NA
"35","19-Mar-15","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","J005",14,1,"J005","19-03-15 0:00","RB_1300E","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun17",NA
"36","19-Mar-15","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","J016",14,1,"J016","19-03-15 0:00","RB_1300S","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun19",NA
"37","19-Mar-15","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","055",14,1,"055","19-03-15 0:00","RB_ARBR_AA","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun16",NA
"38","19-Mar-15","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","J007",14,1,"J007","19-03-15 0:00","RB_CG_BA","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun18",NA
"39","19-Mar-15","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","018",14,1,"018","19-03-15 0:00","RB_FD_AA","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun21",NA
"40","19-Mar-15","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150319,"Red Butte","NA","19-Mar-15","Chlorophyll","nc",NA,8,"Pump","084",14,1,"084","19-03-15 0:00","RB_RBG_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"41","20-Aug-14","LR_Franklin_BA","15:36","2ndAug","D501","LRFrank140820","EC501","E1108","834","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","78",14,1,"78","20-08-14 0:00","LR_Franklin_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"42","20-Aug-14","LR_Franklin_BA","15:36","2ndAug","D501","LRFrank140820","EC501","E1108","834","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","96",14,1,"96","20-08-14 0:00","LR_Franklin_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"43","20-Aug-14","LR_Franklin_BA","15:36","2ndAug","D501","LRFrank140820","EC501","E1108","834","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","8",14,1,"8","20-08-14 0:00","LR_Franklin_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"44","20-Aug-14","LR_MainSt_BA","10:54","2ndAug","33","LRMain140820","EC33","M475","E2003","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","102",14,1,"102","20-08-14 0:00","LR_MainSt_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"45","20-Aug-14","LR_MainSt_BA","10:54","2ndAug","33","LRMain140820","EC33","M475","E2003","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","82",14,1,"82","20-08-14 0:00","LR_MainSt_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"46","20-Aug-14","LR_MainSt_BA","10:54","2ndAug","33","LRMain140820","EC33","M475","E2003","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","665",14,1,"665","20-08-14 0:00","LR_MainSt_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"47","20-Aug-14","LR_Mendon_AA","12:08","2ndAug","J6889","LRMend140820","EC899","M5742","N/A","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","19",14,1,"19","20-08-14 0:00","LR_Mendon_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"48","20-Aug-14","LR_Mendon_AA","12:08","2ndAug","J6889","LRMend140820","EC899","M5742","N/A","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","86",14,1,"86","20-08-14 0:00","LR_Mendon_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"49","20-Aug-14","LR_Mendon_AA","12:08","2ndAug","J6889","LRMend140820","EC899","M5742","N/A","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","79",14,1,"79","20-08-14 0:00","LR_Mendon_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"50","20-Aug-14","LR_TonyGrove_BA","16:30","2ndAug","E1435","LRTGrove140820","EC458","A458","E1717","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","31",14,1,"31","20-08-14 0:00","LR_TonyGrove_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"51","20-Aug-14","LR_TonyGrove_BA","16:30","2ndAug","E1435","LRTGrove140820","EC458","A458","E1717","Cox/Kelso","",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","66",14,1,"66","20-08-14 0:00","LR_TonyGrove_BA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"52","20-Aug-14","LR_WaterLab_AA","13:47","2ndAug","1260","LRWat140820","EC1260","D619","GM748","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","781",14,1,"781","20-08-14 0:00","LR_WaterLab_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"53","20-Aug-14","LR_WaterLab_AA","13:47","2ndAug","1260","LRWat140820","EC1260","D619","GM748","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","76",14,1,"76","20-08-14 0:00","LR_WaterLab_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"54","20-Aug-14","LR_WaterLab_AA","13:47","2ndAug","1260","LRWat140820","EC1260","D619","GM748","Cox/Kelso","We forgot to get Totals",NA,"Logan","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","64",14,1,"64","20-08-14 0:00","LR_WaterLab_AA","Chris Cox","","9-28-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 20 Aug 14",NA
"55","20-Aug-14","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","583",14,1,"583","20-08-14 0:00","RB_ARBR_AA","Dave Eiriksson","","9-23-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll First Biweekly Chla",NA
"56","20-Aug-14","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","239",14,1,"239","20-08-14 0:00","RB_CG_BA","Dave Eiriksson","","9-23-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll First Biweekly Chla",NA
"57","20-Aug-14","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","155",14,1,"155","20-08-14 0:00","RB_FD_AA","Dave Eiriksson","","9-23-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll First Biweekly Chla",NA
"58","20-Aug-14","RB_KF_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","46",14,1,"46","20-08-14 0:00","RB_KF_BA","Dave Eiriksson","","9-23-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll First Biweekly Chla",NA
"59","20-Aug-14","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","8-20-14 0:00","Chlorophyll","nc",NA,8,"Pump","89",14,1,"89","20-08-14 0:00","RB_RBG_BA","Dave Eiriksson","","9-23-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll First Biweekly Chla",NA
"60","21-Jul-15","LR_MainSt_BA","11:05","2nd Jul","D882","Site Code","ECD275","D866","D275","Ben","",150721,"Logan River","2","21-Jul-15","Chlorophyll","nc",NA,8,"Pump","484",14,1,"484","7-21-15 0:00","LR_MainSt_BA","","","8-3-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"61","21-Jul-15","LR_TonyGrove_BA","14:00","2nd Jul","D422","Site Code","ECD387","1360","D387","Ben","",150721,"Logan River","2","21-Jul-15","Chlorophyll","nc",NA,8,"Pump","239",14,1,"239","7-21-15 0:00","LR_TonyGrove_BA","","","8-3-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
